School,Score,Latitude,Longitude,Suburb,Post,geometry
Parade College,83,-37.6978013,145.0588337,Bundoora,3083,POINT (145.0588337 -37.6978013)
Bundoora Secondary College,67,-37.7080547,145.062260520489,Bundoora,3083,POINT (145.062260520489 -37.7080547)
Viewbank College,93,-37.7400384,145.0851531,Eaglemont,3084,POINT (145.0851531 -37.7400384)
Our Lady of Mercy College,91,,,Eaglemont,3084,POINT (nan nan)
ELTHAM College of Education,93,,,Eltham North,3095,POINT (nan nan)
Catholic Ladies College,90,,,Eltham North,3095,POINT (nan nan)
Eltham High School,85,-37.723884,145.1405637,Eltham North,3095,POINT (145.1405637 -37.723884)
St Helena Secondary College,83,-37.6869635,145.142812,Eltham North,3095,POINT (145.142812 -37.6869635)
Greensborough Secondary College,68,,,Greensborough,3088,POINT (nan nan)
Viewbank College,93,-37.7400384,145.0851531,Heidelberg,3084,POINT (145.0851531 -37.7400384)
Our Lady of Mercy College,91,,,Heidelberg,3084,POINT (nan nan)
Ivanhoe Girls' Grammar School,97,-37.7668504,145.046931658627,Ivanhoe,3079,POINT (145.046931658627 -37.7668504)
Ivanhoe Grammar School,94,-37.7734892,145.0439763,Ivanhoe,3079,POINT (145.0439763 -37.7734892)
Ivanhoe Girls' Grammar School,97,-37.7668504,145.046931658627,Ivanhoe East,3079,POINT (145.046931658627 -37.7668504)
Ivanhoe Grammar School,94,-37.7734892,145.0439763,Ivanhoe East,3079,POINT (145.0439763 -37.7734892)
Macleod College,81,-37.7255462,145.0706702,Macleod,3085,POINT (145.0706702 -37.7255462)
Montmorency Secondary College,83,-37.7155614,145.1152354,Montmorency,3094,POINT (145.1152354 -37.7155614)
Viewbank College,93,-37.7400384,145.0851531,Rosanna,3084,POINT (145.0851531 -37.7400384)
Our Lady of Mercy College,91,,,Rosanna,3084,POINT (nan nan)
Greensborough Secondary College,68,,,St Helena,3088,POINT (nan nan)
Viewbank College,93,-37.7400384,145.0851531,Viewbank,3084,POINT (145.0851531 -37.7400384)
Our Lady of Mercy College,91,,,Viewbank,3084,POINT (nan nan)
Loyola College,80,-37.7032615,145.0895529,Watsonia,3087,POINT (145.0895529 -37.7032615)
Loyola College,80,-37.7032615,145.0895529,Watsonia North,3087,POINT (145.0895529 -37.7032615)
Macleod College,81,-37.7255462,145.0706702,Yallambie,3085,POINT (145.0706702 -37.7255462)
Alphington Grammar School,91,-37.7801918,145.03652,Alphington,3078,POINT (145.03652 -37.7801918)
Alphington Grammar School,91,-37.7801918,145.03652,Fairfield,3078,POINT (145.03652 -37.7801918)
Northside Christian College,92,-37.6944696,145.0568305,Kingsbury,3083,POINT (145.0568305 -37.6944696)
Parade College,83,-37.6978013,145.0588337,Kingsbury,3083,POINT (145.0588337 -37.6978013)
Bundoora Secondary College,67,-37.7080547,145.062260520489,Kingsbury,3083,POINT (145.062260520489 -37.7080547)
Northcote High School,93,-37.7720567,144.9904734,Northcote,3070,POINT (144.9904734 -37.7720567)
Santa Maria College,85,-37.7697772,145.0027262,Northcote,3070,POINT (145.0027262 -37.7697772)
Northcote High School,93,-37.7720567,144.9904734,Westgarth,3070,POINT (144.9904734 -37.7720567)
Santa Maria College,85,-37.7697772,145.0027262,Westgarth,3070,POINT (145.0027262 -37.7697772)
St John's College,78,,,Preston,3072,POINT (nan nan)
Reservoir High School,71,,,Reservoir,3073,POINT (nan nan)
Distance Education Centre Victoria,89,,,Thornbury,3071,POINT (nan nan)
Thornbury High School,73,-37.7552705,145.0084049,Thornbury,3071,POINT (145.0084049 -37.7552705)
Hume Central Secondary College,63,,,Attwood,3049,POINT (nan nan)
Sirius College,87,,,Broadmeadows,3047,POINT (nan nan)
Ilim College of Australia,79,,,Broadmeadows,3047,POINT (nan nan)
Penola Catholic College,71,-37.6881124,144.9199502,Broadmeadows,3047,POINT (144.9199502 -37.6881124)
St Mary's Coptic Orthodox College,75,-37.6555274,144.9323847,Coolaroo,3048,POINT (144.9323847 -37.6555274)
Hume Anglican Grammar,89,-37.5639147,144.8920155,Craigieburn,3064,POINT (144.8920155 -37.5639147)
Craigieburn Secondary College,67,-37.60878865,144.934577752219,Craigieburn,3064,POINT (144.934577752219 -37.60878865)
Mount Ridley College,65,,,Craigieburn,3064,POINT (nan nan)
Roxburgh College,63,,,Craigieburn,3064,POINT (nan nan)
Sirius College,87,,,Dallas,3047,POINT (nan nan)
Ilim College of Australia,79,,,Dallas,3047,POINT (nan nan)
Penola Catholic College,71,-37.6881124,144.9199502,Dallas,3047,POINT (144.9199502 -37.6881124)
Gladstone Park Secondary College,81,-37.6890277,144.8893003,Gladstone Park,3043,POINT (144.8893003 -37.6890277)
Aitken College,84,-37.6273369,144.888192452197,Greenvale,3059,POINT (144.888192452197 -37.6273369)
Sirius College,87,,,Jacana,3047,POINT (nan nan)
Ilim College of Australia,79,,,Jacana,3047,POINT (nan nan)
Penola Catholic College,71,-37.6881124,144.9199502,Jacana,3047,POINT (144.9199502 -37.6881124)
Hume Anglican Grammar,89,-37.5639147,144.8920155,Kalkallo,3064,POINT (144.8920155 -37.5639147)
Craigieburn Secondary College,67,-37.60878865,144.934577752219,Kalkallo,3064,POINT (144.934577752219 -37.60878865)
Mount Ridley College,65,,,Kalkallo,3064,POINT (nan nan)
Roxburgh College,63,,,Kalkallo,3064,POINT (nan nan)
Overnewton Anglican Community College,90,-37.7041262,144.8221591,Keilor,3036,POINT (144.8221591 -37.7041262)
Catholic Regional College,77,-37.6993707,144.8061881,Keilor,3036,POINT (144.8061881 -37.6993707)
St Mary's Coptic Orthodox College,75,-37.6555274,144.9323847,Meadow Heights,3048,POINT (144.9323847 -37.6555274)
Hume Anglican Grammar,89,-37.5639147,144.8920155,Mickleham,3064,POINT (144.8920155 -37.5639147)
Craigieburn Secondary College,67,-37.60878865,144.934577752219,Mickleham,3064,POINT (144.934577752219 -37.60878865)
Mount Ridley College,65,,,Mickleham,3064,POINT (nan nan)
Roxburgh College,63,,,Mickleham,3064,POINT (nan nan)
Hume Anglican Grammar,89,-37.5639147,144.8920155,Roxburgh Park,3064,POINT (144.8920155 -37.5639147)
Craigieburn Secondary College,67,-37.60878865,144.934577752219,Roxburgh Park,3064,POINT (144.934577752219 -37.60878865)
Mount Ridley College,65,,,Roxburgh Park,3064,POINT (nan nan)
Roxburgh College,63,,,Roxburgh Park,3064,POINT (nan nan)
Salesian College,84,-37.5762786,144.7302509,Sunbury,3429,POINT (144.7302509 -37.5762786)
Sunbury Downs Secondary College,77,,,Sunbury,3429,POINT (nan nan)
Sunbury College,70,-37.5639811,144.7328406,Sunbury,3429,POINT (144.7328406 -37.5639811)
Gladstone Park Secondary College,81,-37.6890277,144.8893003,Tullamarine,3043,POINT (144.8893003 -37.6890277)
Hume Central Secondary College,63,,,Westmeadows,3049,POINT (nan nan)
Salesian College,84,-37.5762786,144.7302509,Wildwood,3429,POINT (144.7302509 -37.5762786)
Sunbury Downs Secondary College,77,,,Wildwood,3429,POINT (nan nan)
Sunbury College,70,-37.5639811,144.7328406,Wildwood,3429,POINT (144.7328406 -37.5639811)
Lowther Hall Anglican Grammar School,96,-37.7574113,144.9150747,Aberfeldie,3040,POINT (144.9150747 -37.7574113)
Buckley Park College,92,-37.7541974,144.8967204,Aberfeldie,3040,POINT (144.8967204 -37.7541974)
St Columba's College,91,,,Aberfeldie,3040,POINT (nan nan)
St Bernard's College,89,,,Aberfeldie,3040,POINT (nan nan)
Ave Maria College,86,-37.7559757,144.8987417,Aberfeldie,3040,POINT (144.8987417 -37.7559757)
Rosehill Secondary College,82,,,Airport West,3042,POINT (nan nan)
Maribyrnong Secondary College,83,,,Ascot Vale,3032,POINT (nan nan)
Lowther Hall Anglican Grammar School,96,-37.7574113,144.9150747,Essendon,3040,POINT (144.9150747 -37.7574113)
Buckley Park College,92,-37.7541974,144.8967204,Essendon,3040,POINT (144.8967204 -37.7541974)
St Columba's College,91,,,Essendon,3040,POINT (nan nan)
St Bernard's College,89,,,Essendon,3040,POINT (nan nan)
Ave Maria College,86,-37.7559757,144.8987417,Essendon,3040,POINT (144.8987417 -37.7559757)
Strathmore Secondary College,87,-37.7289434,144.9239611,Essendon North,3041,POINT (144.9239611 -37.7289434)
Lowther Hall Anglican Grammar School,96,-37.7574113,144.9150747,Essendon West,3040,POINT (144.9150747 -37.7574113)
Buckley Park College,92,-37.7541974,144.8967204,Essendon West,3040,POINT (144.8967204 -37.7541974)
St Columba's College,91,,,Essendon West,3040,POINT (nan nan)
St Bernard's College,89,,,Essendon West,3040,POINT (nan nan)
Ave Maria College,86,-37.7559757,144.8987417,Essendon West,3040,POINT (144.8987417 -37.7559757)
Penleigh & Essendon Grammar School,99,-37.7363352,144.8721999,Keilor East,3033,POINT (144.8721999 -37.7363352)
Essendon East Keilor District College,75,-37.7392671,144.8697033,Keilor East,3033,POINT (144.8697033 -37.7392671)
Rosehill Secondary College,82,,,Niddrie,3042,POINT (nan nan)
Strathmore Secondary College,87,-37.7289434,144.9239611,Strathmore,3041,POINT (144.9239611 -37.7289434)
Maribyrnong Secondary College,83,,,Travancore,3032,POINT (nan nan)
Brunswick Secondary College,84,-37.7707902,144.9551309,Brunswick,3056,POINT (144.9551309 -37.7707902)
Australian International Academy of Education,83,,,Coburg,3058,POINT (nan nan)
Mercy College,73,,,Coburg,3058,POINT (nan nan)
Australian International Academy of Education,83,,,Coburg North,3058,POINT (nan nan)
Mercy College,73,,,Coburg North,3058,POINT (nan nan)
Darul Ulum College of Victoria,89,,,Fawkner,3060,POINT (nan nan)
Glenroy College,65,-37.7060431,144.9173303,Glenroy,3046,POINT (144.9173303 -37.7060431)
Gladstone Park Secondary College,81,-37.6890277,144.8893003,Gowanbrae,3043,POINT (144.8893003 -37.6890277)
Glenroy College,65,-37.7060431,144.9173303,Hadfield,3046,POINT (144.9173303 -37.7060431)
Glenroy College,65,-37.7060431,144.9173303,Oak Park,3046,POINT (144.9173303 -37.7060431)
Antonine College,74,-37.7409169,144.9430694,Pascoe Vale,3044,POINT (144.9430694 -37.7409169)
Pascoe Vale Girls College,72,-37.7173668,144.935318,Pascoe Vale,3044,POINT (144.935318 -37.7173668)
Diamond Valley College,77,-37.6718333,145.1682834,Diamond Creek,3089,POINT (145.1682834 -37.6718333)
Plenty Valley Christian College,88,-37.6137521,145.14129864636,Doreen,3754,POINT (145.14129864636 -37.6137521)
ELTHAM College of Education,93,,,Eltham,3095,POINT (nan nan)
Catholic Ladies College,90,,,Eltham,3095,POINT (nan nan)
Eltham High School,85,-37.723884,145.1405637,Eltham,3095,POINT (145.1405637 -37.723884)
St Helena Secondary College,83,-37.6869635,145.142812,Eltham,3095,POINT (145.142812 -37.6869635)
ELTHAM College of Education,93,,,Research,3095,POINT (nan nan)
Catholic Ladies College,90,,,Research,3095,POINT (nan nan)
Eltham High School,85,-37.723884,145.1405637,Research,3095,POINT (145.1405637 -37.723884)
St Helena Secondary College,83,-37.6869635,145.142812,Research,3095,POINT (145.142812 -37.6869635)
Glenvale School,94,,,Yarrambat,3091,POINT (nan nan)
St Monica's College,79,-37.6522234,145.0294552,Epping,3076,POINT (145.0294552 -37.6522234)
Al Siraat College,67,-37.6241414,145.0366797,Epping,3076,POINT (145.0366797 -37.6241414)
Lalor North Secondary College,66,-37.6613297,145.0363791,Epping,3076,POINT (145.0363791 -37.6613297)
Epping Secondary College,65,-37.6450138,145.0310197,Epping,3076,POINT (145.0310197 -37.6450138)
Lalor Secondary College,69,-37.672154,145.0201033,Lalor,3075,POINT (145.0201033 -37.672154)
Plenty Valley Christian College,88,-37.6137521,145.14129864636,Mernda,3754,POINT (145.14129864636 -37.6137521)
Mill Park Secondary College,72,-37.6613406,145.0604526,Mill Park,3082,POINT (145.0604526 -37.6613406)
Marymede Catholic College,74,-37.6437311,145.0896125,South Morang,3752,POINT (145.0896125 -37.6437311)
The Lakes South Morang P-9 School,66,,,South Morang,3752,POINT (nan nan)
Thomastown Secondary College,65,-37.6791652,145.0032904,Thomastown,3074,POINT (145.0032904 -37.6791652)
Ashwood High School,82,,,Ashburton,3147,POINT (nan nan)
Fintona Girls' School,99,-37.8156612,145.0808032,Balwyn,3103,POINT (145.0808032 -37.8156612)
Balwyn High School,97,-37.7949334,145.0776188,Balwyn North,3104,POINT (145.0776188 -37.7949334)
Siena College,92,-37.8349716,145.0894536,Camberwell,3124,POINT (145.0894536 -37.8349716)
Camberwell Grammar School,99,-37.8161863,145.0622465,Canterbury,3126,POINT (145.0622465 -37.8161863)
Camberwell Girls Grammar School,99,,,Canterbury,3126,POINT (nan nan)
Strathcona Baptist Girls' Grammar School,98,,,Canterbury,3126,POINT (nan nan)
Canterbury Girls Secondary College,93,-37.82025905,145.070055312668,Canterbury,3126,POINT (145.070055312668 -37.82025905)
Camberwell High School,89,-37.8315099,145.0841926,Canterbury,3126,POINT (145.0841926 -37.8315099)
Korowa Anglican Girls' School,99,-37.8607914,145.0544211,Glen Iris,3146,POINT (145.0544211 -37.8607914)
Sacre Coeur,97,-37.8512002,145.0528184,Glen Iris,3146,POINT (145.0528184 -37.8512002)
Scotch College,99,-37.833376,145.0340244,Hawthorn,3122,POINT (145.0340244 -37.833376)
Bialik College,97,,,Hawthorn East,3123,POINT (nan nan)
Auburn High School,87,-37.8395914,145.0437448,Hawthorn East,3123,POINT (145.0437448 -37.8395914)
Ruyton Girls' School,98,-37.8101435,145.0389824,Kew,3101,POINT (145.0389824 -37.8101435)
Trinity Grammar School,98,-37.8100337,145.0381783,Kew,3101,POINT (145.0381783 -37.8100337)
Methodist Ladies' College,98,,,Kew,3101,POINT (nan nan)
Genazzano FCJ College,97,-37.8084838,145.0449427,Kew,3101,POINT (145.0449427 -37.8084838)
Xavier College,96,-37.8145697,145.0357817,Kew,3101,POINT (145.0357817 -37.8145697)
Carey Baptist Grammar School,95,-37.814486,145.047886,Kew,3101,POINT (145.047886 -37.814486)
Preshil - The Margaret Lyttle Memorial School,94,-37.8124052,145.0462266,Kew,3101,POINT (145.0462266 -37.8124052)
Kew High School,91,-37.7903924,145.0644667,Kew East,3102,POINT (145.0644667 -37.7903924)
Bayswater Secondary College,65,-37.839176,145.2643987,Bayswater,3153,POINT (145.2643987 -37.839176)
Boronia K-12 College,64,,,Boronia,3155,POINT (nan nan)
St Joseph's College,77,-37.8907532,145.2950294,Ferntree Gully,3156,POINT (145.2950294 -37.8907532)
Fairhills High School,68,-37.8765792,145.2575592,Knoxfield,3180,POINT (145.2575592 -37.8765792)
St Joseph's College,77,-37.8907532,145.2950294,Lysterfield,3156,POINT (145.2950294 -37.8907532)
Rowville Secondary College,74,-37.9211923,145.2646868,Rowville,3178,POINT (145.2646868 -37.9211923)
Scoresby Secondary College,72,-37.8887597,145.2360168,Scoresby,3179,POINT (145.2360168 -37.8887597)
Waverley Christian College,99,-37.8791793,145.2148358,Wantirna,3152,POINT (145.2148358 -37.8791793)
St Andrews Christian College,98,-37.8734787,145.2445416,Wantirna,3152,POINT (145.2445416 -37.8734787)
The Knox School,96,-37.8655317,145.2250241,Wantirna,3152,POINT (145.2250241 -37.8655317)
Wantirna College,84,-37.8546272,145.226339852327,Wantirna,3152,POINT (145.226339852327 -37.8546272)
St Mary's College for Hearing Impaired Students,64,,,Wantirna,3152,POINT (nan nan)
Waverley Christian College,99,-37.8791793,145.2148358,Wantirna South,3152,POINT (145.2148358 -37.8791793)
St Andrews Christian College,98,-37.8734787,145.2445416,Wantirna South,3152,POINT (145.2445416 -37.8734787)
The Knox School,96,-37.8655317,145.2250241,Wantirna South,3152,POINT (145.2250241 -37.8655317)
Wantirna College,84,-37.8546272,145.226339852327,Wantirna South,3152,POINT (145.226339852327 -37.8546272)
St Mary's College for Hearing Impaired Students,64,,,Wantirna South,3152,POINT (nan nan)
Marcellin College,89,-37.774969,145.0791221,Bulleen,3105,POINT (145.0791221 -37.774969)
Doncaster Secondary College,91,-37.7839036,145.1381821,Doncaster,3108,POINT (145.1381821 -37.7839036)
East Doncaster Secondary College,93,-37.7804397,145.1458126,Doncaster East,3109,POINT (145.1458126 -37.7804397)
Donvale Christian College,96,-37.7740364,145.1935338,Donvale,3111,POINT (145.1935338 -37.7740364)
Whitefriars College,91,-37.7989391,145.1938436,Donvale,3111,POINT (145.1938436 -37.7989391)
Warrandyte High School,79,-37.7483689,145.1835718,Warrandyte,3113,POINT (145.1835718 -37.7483689)
Luther College,93,-37.7835001,145.2738966,Croydon,3136,POINT (145.2738966 -37.7835001)
Melba College,70,,,Croydon,3136,POINT (nan nan)
Luther College,93,-37.7835001,145.2738966,Croydon Hills,3136,POINT (145.2738966 -37.7835001)
Melba College,70,,,Croydon Hills,3136,POINT (nan nan)
Luther College,93,-37.7835001,145.2738966,Croydon North,3136,POINT (145.2738966 -37.7835001)
Melba College,70,,,Croydon North,3136,POINT (nan nan)
Luther College,93,-37.7835001,145.2738966,Croydon South,3136,POINT (145.2738966 -37.7835001)
Melba College,70,,,Croydon South,3136,POINT (nan nan)
Tintern Girls Grammar School,95,,,Heathmont,3135,POINT (nan nan)
Heathmont College,80,-37.8386141,145.2328898,Heathmont,3135,POINT (145.2328898 -37.8386141)
Yarra Valley Grammar School,95,,,Ringwood,3134,POINT (nan nan)
Aquinas College,85,-37.8241978,145.2373754,Ringwood,3134,POINT (145.2373754 -37.8241978)
Ringwood Secondary College,85,-37.8159332,145.2341878,Ringwood,3134,POINT (145.2341878 -37.8159332)
Norwood Secondary College,80,-37.7998796,145.237111,Ringwood,3134,POINT (145.237111 -37.7998796)
Tintern Girls Grammar School,95,,,Ringwood East,3135,POINT (nan nan)
Heathmont College,80,-37.8386141,145.2328898,Ringwood East,3135,POINT (145.2328898 -37.8386141)
Yarra Valley Grammar School,95,,,Ringwood North,3134,POINT (nan nan)
Aquinas College,85,-37.8241978,145.2373754,Ringwood North,3134,POINT (145.2373754 -37.8241978)
Ringwood Secondary College,85,-37.8159332,145.2341878,Ringwood North,3134,POINT (145.2341878 -37.8159332)
Norwood Secondary College,80,-37.7998796,145.237111,Ringwood North,3134,POINT (145.237111 -37.7998796)
Yarra Valley Grammar School,95,,,Warranwood,3134,POINT (nan nan)
Aquinas College,85,-37.8241978,145.2373754,Warranwood,3134,POINT (145.2373754 -37.8241978)
Ringwood Secondary College,85,-37.8159332,145.2341878,Warranwood,3134,POINT (145.2341878 -37.8159332)
Norwood Secondary College,80,-37.7998796,145.237111,Warranwood,3134,POINT (145.237111 -37.7998796)
Blackburn High School,88,-37.8104024,145.1511016,Blackburn,3130,POINT (145.1511016 -37.8104024)
Box Hill High School,98,,,Box Hill,3128,POINT (nan nan)
Kingswood College,96,-37.8191249,145.123665,Box Hill,3128,POINT (145.123665 -37.8191249)
Our Lady of Sion College,94,,,Box Hill,3128,POINT (nan nan)
Koonung Secondary College,91,,,Box Hill North,3129,POINT (nan nan)
Box Hill Senior Secondary College,86,-37.8092278,145.1124289,Box Hill North,3129,POINT (145.1124289 -37.8092278)
Box Hill High School,98,,,Box Hill South,3128,POINT (nan nan)
Kingswood College,96,-37.8191249,145.123665,Box Hill South,3128,POINT (145.123665 -37.8191249)
Our Lady of Sion College,94,,,Box Hill South,3128,POINT (nan nan)
Presbyterian Ladies' College,100,,,Burwood,3125,POINT (nan nan)
Mount Scopus Memorial College,94,-37.847983,145.11796,Burwood,3125,POINT (145.11796 -37.847983)
Forest Hill College,74,-37.8482929,145.1625858,Burwood East,3151,POINT (145.1625858 -37.8482929)
Nunawading Christian College,92,-37.8247523,145.1721851,Forest Hill,3131,POINT (145.1721851 -37.8247523)
Mullauna Secondary College,81,,,Mitcham,3132,POINT (nan nan)
Nunawading Christian College,92,-37.8247523,145.1721851,Nunawading,3131,POINT (145.1721851 -37.8247523)
Vermont Secondary College,92,-37.8436857,145.1995146,Vermont,3133,POINT (145.1995146 -37.8436857)
Emmaus College,87,-37.8588322,145.16896,Vermont,3133,POINT (145.16896 -37.8588322)
Vermont Secondary College,92,-37.8436857,145.1995146,Vermont South,3133,POINT (145.1995146 -37.8436857)
Emmaus College,87,-37.8588322,145.16896,Vermont South,3133,POINT (145.16896 -37.8588322)
Healesville High School,66,-37.643422,145.5309701,Badger Creek,3777,POINT (145.5309701 -37.643422)
Worawa Aboriginal College,63,-37.6848931,145.509567,Badger Creek,3777,POINT (145.509567 -37.6848931)
Mater Christi College,85,-37.9087783,145.356198,Belgrave,3160,POINT (145.356198 -37.9087783)
Belgrave Heights Christian School,82,-37.9200467,145.3450299,Belgrave,3160,POINT (145.3450299 -37.9200467)
Mater Christi College,85,-37.9087783,145.356198,Belgrave South,3160,POINT (145.356198 -37.9087783)
Belgrave Heights Christian School,82,-37.9200467,145.3450299,Belgrave South,3160,POINT (145.3450299 -37.9200467)
Oxley College,95,,,Chirnside Park,3116,POINT (nan nan)
Healesville High School,66,-37.643422,145.5309701,Chum Creek,3777,POINT (145.5309701 -37.643422)
Worawa Aboriginal College,63,-37.6848931,145.509567,Chum Creek,3777,POINT (145.509567 -37.6848931)
Healesville High School,66,-37.643422,145.5309701,Healesville,3777,POINT (145.5309701 -37.643422)
Worawa Aboriginal College,63,-37.6848931,145.509567,Healesville,3777,POINT (145.509567 -37.6848931)
Edinburgh College (Secondary),83,,,Lilydale,3140,POINT (nan nan)
Mount Lilydale Mercy College,79,-37.7507266,145.3569345,Lilydale,3140,POINT (145.3569345 -37.7507266)
Lilydale High School,74,-37.7612141,145.3446191,Lilydale,3140,POINT (145.3446191 -37.7612141)
Lilydale Heights College,67,,,Lilydale,3140,POINT (nan nan)
Emerald Secondary College,68,-37.9287166,145.4450775,Macclesfield,3782,POINT (145.4450775 -37.9287166)
Monbulk College,80,-37.8763188,145.4156342,Monbulk,3793,POINT (145.4156342 -37.8763188)
Mountain District Christian School,76,-37.8583016,145.4539958,Monbulk,3793,POINT (145.4539958 -37.8583016)
Billanook College,85,-37.7879904,145.3192833,Mooroolbark,3138,POINT (145.3192833 -37.7879904)
Mooroolbark College,69,,,Mooroolbark,3138,POINT (nan nan)
Mount Evelyn Christian School,87,,,Mount Evelyn,3796,POINT (nan nan)
Sherbrooke Community School,67,-37.8687553,145.3496734,Sassafras,3787,POINT (145.3496734 -37.8687553)
Mater Christi College,85,-37.9087783,145.356198,Tecoma,3160,POINT (145.356198 -37.9087783)
Belgrave Heights Christian School,82,-37.9200467,145.3450299,Tecoma,3160,POINT (145.3450299 -37.9200467)
Upwey High School,79,-37.9051536,145.3372946,Upwey,3158,POINT (145.3372946 -37.9051536)
Upper Yarra Secondary College,66,-37.7880356,145.6184244,Yarra Junction,3797,POINT (145.6184244 -37.7880356)
Brighton Grammar School,97,-37.9067927,145.0009575,Brighton,3186,POINT (145.0009575 -37.9067927)
Firbank Grammar School,96,-37.9067927,145.0009575,Brighton,3186,POINT (145.0009575 -37.9067927)
Star of the Sea College,91,,,Brighton,3186,POINT (nan nan)
St Leonard's College,98,-37.9285403,145.007608515525,Brighton East,3187,POINT (145.007608515525 -37.9285403)
Brighton Secondary College,92,-37.9196282,145.0164331,Brighton East,3187,POINT (145.0164331 -37.9196282)
Sandringham College,88,-37.9569664,145.023103,Sandringham,3191,POINT (145.023103 -37.9569664)
Emerald Secondary College,68,-37.9287166,145.4450775,Avonsleigh,3782,POINT (145.4450775 -37.9287166)
Koo Wee Rup Secondary College,68,-38.2091399,145.4717715,Bayles,3981,POINT (145.4717715 -38.2091399)
St Francis Xavier College,80,-38.0506078,145.3659166,Beaconsfield,3807,POINT (145.3659166 -38.0506078)
Timbarra P-9 College,77,,,Beaconsfield,3807,POINT (nan nan)
Hillcrest Christian College,90,-38.0854763,145.362433,Cardinia,3978,POINT (145.362433 -38.0854763)
Koo Wee Rup Secondary College,68,-38.2091399,145.4717715,Catani,3981,POINT (145.4717715 -38.2091399)
Emerald Secondary College,68,-37.9287166,145.4450775,Clematis,3782,POINT (145.4450775 -37.9287166)
Koo Wee Rup Secondary College,68,-38.2091399,145.4717715,Dalmore,3981,POINT (145.4717715 -38.2091399)
Emerald Secondary College,68,-37.9287166,145.4450775,Emerald,3782,POINT (145.4450775 -37.9287166)
St Francis Xavier College,80,-38.0506078,145.3659166,Guys Hill,3807,POINT (145.3659166 -38.0506078)
Timbarra P-9 College,77,,,Guys Hill,3807,POINT (nan nan)
Koo Wee Rup Secondary College,68,-38.2091399,145.4717715,Koo Wee Rup,3981,POINT (145.4717715 -38.2091399)
Lakeside Lutheran College,82,,,Pakenham,3810,POINT (nan nan)
Lakeside Lutheran College,82,,,Toomuc Valley,3810,POINT (nan nan)
Lighthouse Christian College,99,-38.1150304,145.2977981,Tooradin North,3977,POINT (145.2977981 -38.1150304)
Casey Grammar School,90,-38.1108069,145.2925876,Tooradin North,3977,POINT (145.2925876 -38.1108069)
St Peter's College,75,-38.109218,145.257692,Tooradin North,3977,POINT (145.257692 -38.109218)
St Thomas Aquinas College,88,-38.0692649,145.6204213,Tynong,3813,POINT (145.6204213 -38.0692649)
Nossal High School,100,-38.0634165,145.3377123,Berwick,3806,POINT (145.3377123 -38.0634165)
St Margaret's School,97,-38.0377549,145.3450344,Berwick,3806,POINT (145.3450344 -38.0377549)
Beaconhills College,88,-38.0503327,145.3571187,Berwick,3806,POINT (145.3571187 -38.0503327)
Kambrya College,79,-38.0540987,145.345112669222,Berwick,3806,POINT (145.345112669222 -38.0540987)
Berwick Secondary College,78,-38.0376152,145.3623042,Berwick,3806,POINT (145.3623042 -38.0376152)
Lighthouse Christian College,99,-38.1150304,145.2977981,Cannons Creek,3977,POINT (145.2977981 -38.1150304)
Casey Grammar School,90,-38.1108069,145.2925876,Cannons Creek,3977,POINT (145.2925876 -38.1108069)
St Peter's College,75,-38.109218,145.257692,Cannons Creek,3977,POINT (145.257692 -38.109218)
Hillcrest Christian College,90,-38.0854763,145.362433,Clyde,3978,POINT (145.362433 -38.0854763)
Hillcrest Christian College,90,-38.0854763,145.362433,Clyde North,3978,POINT (145.362433 -38.0854763)
Lighthouse Christian College,99,-38.1150304,145.2977981,Cranbourne,3977,POINT (145.2977981 -38.1150304)
Casey Grammar School,90,-38.1108069,145.2925876,Cranbourne,3977,POINT (145.2925876 -38.1108069)
St Peter's College,75,-38.109218,145.257692,Cranbourne,3977,POINT (145.257692 -38.109218)
Lighthouse Christian College,99,-38.1150304,145.2977981,Devon Meadows,3977,POINT (145.2977981 -38.1150304)
Casey Grammar School,90,-38.1108069,145.2925876,Devon Meadows,3977,POINT (145.2925876 -38.1108069)
St Peter's College,75,-38.109218,145.257692,Devon Meadows,3977,POINT (145.257692 -38.109218)
Cranbourne Secondary College,67,,,Doveton,3177,POINT (nan nan)
Cranbourne Secondary College,67,,,Eumemmerring,3177,POINT (nan nan)
Lighthouse Christian College,99,-38.1150304,145.2977981,Five Ways,3977,POINT (145.2977981 -38.1150304)
Casey Grammar School,90,-38.1108069,145.2925876,Five Ways,3977,POINT (145.2925876 -38.1108069)
St Peter's College,75,-38.109218,145.257692,Five Ways,3977,POINT (145.257692 -38.109218)
Hampton Park Secondary College,65,-38.033999,145.2541217,Hampton Park,3976,POINT (145.2541217 -38.033999)
Nossal High School,100,-38.0634165,145.3377123,Harkaway,3806,POINT (145.3377123 -38.0634165)
St Margaret's School,97,-38.0377549,145.3450344,Harkaway,3806,POINT (145.3450344 -38.0377549)
Beaconhills College,88,-38.0503327,145.3571187,Harkaway,3806,POINT (145.3571187 -38.0503327)
Kambrya College,79,-38.0540987,145.345112669222,Harkaway,3806,POINT (145.345112669222 -38.0540987)
Berwick Secondary College,78,-38.0376152,145.3623042,Harkaway,3806,POINT (145.3623042 -38.0376152)
Alkira Secondary College,82,,,Narre Warren,3805,POINT (nan nan)
Heritage College,77,-38.05046075,145.317246318381,Narre Warren,3805,POINT (145.317246318381 -38.05046075)
